time,rss_mb,cpu_percent,read_kbs,write_kbs,read_chars_kbs,write_chars_kbs,minor_faults_s,major_faults_s
2025-08-18 14:48:55.112988,713.76,29.9,76480.0,0.0,0.0,0.0,620.0,0.0
2025-08-18 14:48:55.213574,714.02,30.0,47360.0,0.0,0.0,0.0,380.0,0.0
2025-08-18 14:48:55.314176,714.02,10.0,35520.0,0.0,0.0,0.0,290.0,0.0
2025-08-18 14:48:55.414779,714.28,20.0,53720.0,0.0,0.0,0.0,430.0,0.0
2025-08-18 14:48:55.515366,714.54,20.0,67520.0,0.0,0.0,0.0,540.0,0.0
2025-08-18 14:48:55.615961,714.54,20.0,63080.0,0.0,0.0,0.0,510.0,0.0
2025-08-18 14:48:55.716561,714.79,20.0,50880.0,0.0,0.0,0.0,410.0,0.0
2025-08-18 14:48:55.817162,715.05,20.0,40040.0,0.0,0.0,0.0,330.0,0.0
2025-08-18 14:48:55.917745,715.05,20.0,63000.0,0.0,0.0,0.0,500.0,0.0
2025-08-18 14:48:56.018332,715.31,30.0,71760.0,0.0,0.0,0.0,580.0,0.0
2025-08-18 14:48:56.122146,715.57,20.0,60080.0,0.0,0.0,0.0,490.0,0.0
2025-08-18 14:48:56.222726,715.82,39.9,69760.0,0.0,0.0,0.0,550.0,0.0
2025-08-18 14:48:56.323292,715.82,20.0,48320.0,0.0,0.0,0.0,390.0,0.0
2025-08-18 14:48:56.423896,716.08,20.0,50920.0,0.0,0.0,0.0,420.0,0.0
2025-08-18 14:48:56.524478,716.34,30.0,71000.0,0.0,0.0,0.0,570.0,0.0
2025-08-18 14:48:56.625084,716.6,30.0,68480.0,0.0,0.0,0.0,550.0,0.0
2025-08-18 14:48:56.725681,716.6,30.0,81280.0,0.0,0.0,0.0,650.0,0.0
2025-08-18 14:48:56.826306,716.86,10.0,28480.0,0.0,0.0,0.0,240.0,0.0
2025-08-18 14:48:56.926917,717.11,20.0,40760.0,0.0,0.0,0.0,320.0,0.0
2025-08-18 14:48:57.027514,717.11,20.0,69640.0,0.0,0.0,0.0,560.0,0.0
2025-08-18 14:48:57.132848,717.37,20.0,45440.0,0.0,0.0,0.0,36210.0,0.0
2025-08-18 14:48:57.233437,724.63,30.0,61600.0,0.0,0.0,0.0,500.0,0.0
2025-08-18 14:48:57.334033,724.63,10.0,37600.0,0.0,0.0,0.0,300.0,0.0
2025-08-18 14:48:57.434611,724.89,30.0,56640.0,0.0,0.0,0.0,450.0,0.0
2025-08-18 14:48:57.535191,725.14,10.0,29760.0,0.0,0.0,0.0,250.0,0.0
2025-08-18 14:48:57.635814,725.14,20.0,46720.0,0.0,0.0,0.0,370.0,0.0
2025-08-18 14:48:57.736419,725.14,20.0,72640.0,0.0,0.0,0.0,590.0,0.0
2025-08-18 14:48:57.836987,725.4,20.0,74560.0,0.0,0.0,0.0,600.0,0.0
2025-08-18 14:48:57.937560,725.66,30.0,72000.0,0.0,0.0,0.0,580.0,0.0
2025-08-18 14:48:58.038146,725.92,20.0,65600.0,0.0,0.0,0.0,520.0,0.0
2025-08-18 14:48:58.142180,726.18,20.0,64640.0,0.0,0.0,0.0,530.0,0.0
2025-08-18 14:48:58.242794,726.43,20.0,27520.0,0.0,0.0,0.0,220.0,0.0
2025-08-18 14:48:58.343375,726.43,30.0,70400.0,0.0,0.0,0.0,560.0,0.0
2025-08-18 14:48:58.443973,726.69,20.0,41280.0,0.0,0.0,0.0,340.0,0.0
2025-08-18 14:48:58.544552,726.69,10.0,46400.0,0.0,0.0,0.0,370.0,0.0
2025-08-18 14:48:58.645151,726.95,20.0,45360.0,0.0,0.0,0.0,370.0,0.0
2025-08-18 14:48:58.745743,727.21,30.0,77840.0,0.0,0.0,0.0,620.0,0.0
2025-08-18 14:48:58.846345,727.46,20.0,52800.0,0.0,0.0,0.0,430.0,0.0
2025-08-18 14:48:58.946946,727.46,20.0,69120.0,0.0,0.0,0.0,560.0,0.0
2025-08-18 14:48:59.047534,727.72,30.0,53120.0,0.0,0.0,0.0,420.0,0.0
2025-08-18 14:48:59.151471,727.98,20.0,53440.0,0.0,0.0,0.0,440.0,0.0
2025-08-18 14:48:59.252081,727.98,20.0,59520.0,0.0,0.0,0.0,470.0,0.0
2025-08-18 14:48:59.352638,728.24,30.0,71680.0,0.0,0.0,0.0,580.0,0.0
2025-08-18 14:48:59.453205,728.5,20.0,67200.0,0.0,0.0,0.0,540.0,0.0
2025-08-18 14:48:59.570004,728.75,94.6,79560.0,0.0,0.0,2.65,33820.0,0.0
2025-08-18 14:48:59.672155,741.15,462.2,320320.0,0.0,0.0,0.0,20410.0,0.0
2025-08-18 14:48:59.772756,748.97,419.5,273840.0,0.0,0.0,0.0,1150.0,0.0
2025-08-18 14:48:59.873371,749.35,409.5,269200.0,0.0,0.0,0.0,250.0,0.0
2025-08-18 14:48:59.973970,749.35,409.5,269680.0,0.0,0.0,0.0,130.0,0.0
2025-08-18 14:49:00.074589,749.36,479.4,284920.0,0.0,0.0,0.0,40.0,0.0
2025-08-18 14:49:00.178958,749.36,429.0,242360.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:00.279672,749.44,419.0,276400.0,0.0,0.0,0.0,10.0,0.0
2025-08-18 14:49:00.380262,749.44,389.5,267080.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:00.480951,749.44,399.5,288640.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:00.581547,749.44,459.4,286200.0,0.0,0.0,0.0,40.0,0.0
2025-08-18 14:49:00.682153,749.46,399.5,265000.0,0.0,0.0,0.0,40.0,0.0
2025-08-18 14:49:00.782758,749.46,419.5,267280.0,0.0,0.0,0.0,50.0,0.0
2025-08-18 14:49:00.883338,749.46,409.5,265760.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:00.983994,749.46,429.5,283440.0,0.0,0.0,0.0,0.0,0.0
